source_sheet,sku,model,category_slug,brand_slug,condition,quantityTotal,quantityAvailable,dailyPrice,weeklyPrice,monthlyPrice,purchasePrice,depositAmount,requiresDeposit,featured,isActive,requiresAssistant,budgetTier,warehouseLocation,barcode,tags,boxContents,bufferTime,bufferTimeUnit,featuredImageUrl,galleryImageUrls,videoUrl,name_ar,name_en,name_zh,description_ar,description_en,description_zh,shortDescription_ar,shortDescription_en,shortDescription_zh,longDescription_ar,longDescription_en,longDescription_zh,seoTitle_ar,seoTitle_en,seoTitle_zh,seoDescription_ar,seoDescription_en,seoDescription_zh,seoKeywords_ar,seoKeywords_en,seoKeywords_zh,specifications_notes
Light Acc,,R&M Air Tube 120,,,,1,1,,,,,,,,,,,,70000031,,,0,hours,,,,,نظام أنابيب الإضاءة الهوائية R&M Air Tube,R&M Air Tube System (60 / 120 / 120-4),R&M 充气气管柔光灯管 (60 / 120 / 120-4),إضاءة ناعمة وخفيفة كالريشة. أنابيب إضاءة قابلة للنفخ، توفر تشتيتاً ضوئياً هائلاً بوزن لا يُذكر. مثالية لتعليقها فوق السيارات، أو في المساحات الضيقة، أو لتصوير الفيديوهات الموسيقية في السعودية.,"Soft light that's light as a feather. Inflatable lighting tubes that provide massive light diffusion with practically zero weight. Perfect for rigging over cars, squeezing into tight spaces, or shooting dynamic music videos in KSA.",轻如鸿毛的柔和光线。充气灯管，重量几乎为零，却能提供巨大的光线漫射。非常适合悬挂在汽车上方、挤入狭窄空间或在沙特拍摄动态音乐视频。,أنابيب تشتيت ضوء قابلة للنفخ (Air Tubes)، متوفرة بأطوال مختلفة، توفر إضاءة ناعمة جداً بوزن خفيف جداً، ممتازة للتثبيت المعلق.,"Inflatable diffusion light tubes (Air Tubes), available in various lengths, providing incredibly soft light with minimal weight, excellent for overhead rigging.",充气柔光灯管 (Air Tubes)，提供各种长度，提供极其柔和的光线且重量极轻，非常适合头顶悬挂。,نظام R&M Air Tube هو ثورة حقيقية في عالم الإضاءة السينمائية. بدلاً من استخدام صناديق إضاءة (Softboxes) معدنية ثقيلة ومعقدة، يوفر هذا النظام أنابيب قماشية قابلة للنفخ (بأطوال 60 سم و 120 سم). عند توصيلها بكشاف LED (عبر Bowens Mount)، يتحول الأنبوب إلى مصدر إضاءة طولي ضخم وناعم جداً. نظراً لأنها مليئة بالهواء فقط، فإن وزنها خفيف بشكل لا يُصدق، مما يسمح لك بتعليقها بسهولة فوق طاولات الطعام، أو الممثلين، أو السيارات في استوديوهات الرياض دون الحاجة إلى معدات جريب ثقيلة ومكلفة.,"The R&M Air Tube system is a genuine revolution in the world of cinematic lighting. Instead of rigging heavy, complex metal softboxes, this system utilizes inflatable fabric tubes (available in 60cm and 120cm lengths). When attached to an LED fixture (via Bowens Mount), the tube inflates into a massive, ultra-soft linear light source. Because they are filled with nothing but air, their weight is incredibly minimal, allowing you to easily boom them overhead above dining tables, actors, or cars in Riyadh studios without requiring heavy, expensive grip rigging.",R&M 充气气管系统是电影灯光界的一场真正的革命。该系统不使用沉重、复杂的金属柔光箱，而是使用充气织物管（有 60 厘米和 120 厘米长度可选）。当连接到 LED 灯具（通过保荣口）时，灯管会膨胀成一个巨大、极其柔和的线性光源。因为它们内部只充满空气，所以重量极轻，让您可以轻松地将它们悬挂在利雅得演播室的餐桌、演员或汽车上方，而无需沉重、昂贵的场务索具。,استئجار أنابيب إضاءة قابلة للنفخ R&M في الرياض,تأجير إضاءة هوائية,"Rent R&M Air Tube Lighting in Riyadh, KSA",Inflatable Softbox Hire,在利雅得租赁 R&M 充气气管柔光灯,充气柔光箱出租,,,
Light Acc,,R&M Air Tube 120/4,,,,1,1,,,,,,,,,,,,70000032,,,0,hours,,,,,نظام أنابيب الإضاءة الهوائية R&M Air Tube,R&M Air Tube System (60 / 120 / 120-4),R&M 充气气管柔光灯管 (60 / 120 / 120-4),إضاءة ناعمة وخفيفة كالريشة. أنابيب إضاءة قابلة للنفخ، توفر تشتيتاً ضوئياً هائلاً بوزن لا يُذكر. مثالية لتعليقها فوق السيارات، أو في المساحات الضيقة، أو لتصوير الفيديوهات الموسيقية في السعودية.,"Soft light that's light as a feather. Inflatable lighting tubes that provide massive light diffusion with practically zero weight. Perfect for rigging over cars, squeezing into tight spaces, or shooting dynamic music videos in KSA.",轻如鸿毛的柔和光线。充气灯管，重量几乎为零，却能提供巨大的光线漫射。非常适合悬挂在汽车上方、挤入狭窄空间或在沙特拍摄动态音乐视频。,أنابيب تشتيت ضوء قابلة للنفخ (Air Tubes)، متوفرة بأطوال مختلفة، توفر إضاءة ناعمة جداً بوزن خفيف جداً، ممتازة للتثبيت المعلق.,"Inflatable diffusion light tubes (Air Tubes), available in various lengths, providing incredibly soft light with minimal weight, excellent for overhead rigging.",充气柔光灯管 (Air Tubes)，提供各种长度，提供极其柔和的光线且重量极轻，非常适合头顶悬挂。,نظام R&M Air Tube هو ثورة حقيقية في عالم الإضاءة السينمائية. بدلاً من استخدام صناديق إضاءة (Softboxes) معدنية ثقيلة ومعقدة، يوفر هذا النظام أنابيب قماشية قابلة للنفخ (بأطوال 60 سم و 120 سم). عند توصيلها بكشاف LED (عبر Bowens Mount)، يتحول الأنبوب إلى مصدر إضاءة طولي ضخم وناعم جداً. نظراً لأنها مليئة بالهواء فقط، فإن وزنها خفيف بشكل لا يُصدق، مما يسمح لك بتعليقها بسهولة فوق طاولات الطعام، أو الممثلين، أو السيارات في استوديوهات الرياض دون الحاجة إلى معدات جريب ثقيلة ومكلفة.,"The R&M Air Tube system is a genuine revolution in the world of cinematic lighting. Instead of rigging heavy, complex metal softboxes, this system utilizes inflatable fabric tubes (available in 60cm and 120cm lengths). When attached to an LED fixture (via Bowens Mount), the tube inflates into a massive, ultra-soft linear light source. Because they are filled with nothing but air, their weight is incredibly minimal, allowing you to easily boom them overhead above dining tables, actors, or cars in Riyadh studios without requiring heavy, expensive grip rigging.",R&M 充气气管系统是电影灯光界的一场真正的革命。该系统不使用沉重、复杂的金属柔光箱，而是使用充气织物管（有 60 厘米和 120 厘米长度可选）。当连接到 LED 灯具（通过保荣口）时，灯管会膨胀成一个巨大、极其柔和的线性光源。因为它们内部只充满空气，所以重量极轻，让您可以轻松地将它们悬挂在利雅得演播室的餐桌、演员或汽车上方，而无需沉重、昂贵的场务索具。,استئجار أنابيب إضاءة قابلة للنفخ R&M في الرياض,تأجير إضاءة هوائية,"Rent R&M Air Tube Lighting in Riyadh, KSA",Inflatable Softbox Hire,在利雅得租赁 R&M 充气气管柔光灯,充气柔光箱出租,,,
Light Acc,,R&M Air Tube 120,,,,1,1,,,,,,,,,,,,70000033,,,0,hours,,,,,نظام أنابيب الإضاءة الهوائية R&M Air Tube,R&M Air Tube System (60 / 120 / 120-4),R&M 充气气管柔光灯管 (60 / 120 / 120-4),إضاءة ناعمة وخفيفة كالريشة. أنابيب إضاءة قابلة للنفخ، توفر تشتيتاً ضوئياً هائلاً بوزن لا يُذكر. مثالية لتعليقها فوق السيارات، أو في المساحات الضيقة، أو لتصوير الفيديوهات الموسيقية في السعودية.,"Soft light that's light as a feather. Inflatable lighting tubes that provide massive light diffusion with practically zero weight. Perfect for rigging over cars, squeezing into tight spaces, or shooting dynamic music videos in KSA.",轻如鸿毛的柔和光线。充气灯管，重量几乎为零，却能提供巨大的光线漫射。非常适合悬挂在汽车上方、挤入狭窄空间或在沙特拍摄动态音乐视频。,أنابيب تشتيت ضوء قابلة للنفخ (Air Tubes)، متوفرة بأطوال مختلفة، توفر إضاءة ناعمة جداً بوزن خفيف جداً، ممتازة للتثبيت المعلق.,"Inflatable diffusion light tubes (Air Tubes), available in various lengths, providing incredibly soft light with minimal weight, excellent for overhead rigging.",充气柔光灯管 (Air Tubes)，提供各种长度，提供极其柔和的光线且重量极轻，非常适合头顶悬挂。,نظام R&M Air Tube هو ثورة حقيقية في عالم الإضاءة السينمائية. بدلاً من استخدام صناديق إضاءة (Softboxes) معدنية ثقيلة ومعقدة، يوفر هذا النظام أنابيب قماشية قابلة للنفخ (بأطوال 60 سم و 120 سم). عند توصيلها بكشاف LED (عبر Bowens Mount)، يتحول الأنبوب إلى مصدر إضاءة طولي ضخم وناعم جداً. نظراً لأنها مليئة بالهواء فقط، فإن وزنها خفيف بشكل لا يُصدق، مما يسمح لك بتعليقها بسهولة فوق طاولات الطعام، أو الممثلين، أو السيارات في استوديوهات الرياض دون الحاجة إلى معدات جريب ثقيلة ومكلفة.,"The R&M Air Tube system is a genuine revolution in the world of cinematic lighting. Instead of rigging heavy, complex metal softboxes, this system utilizes inflatable fabric tubes (available in 60cm and 120cm lengths). When attached to an LED fixture (via Bowens Mount), the tube inflates into a massive, ultra-soft linear light source. Because they are filled with nothing but air, their weight is incredibly minimal, allowing you to easily boom them overhead above dining tables, actors, or cars in Riyadh studios without requiring heavy, expensive grip rigging.",R&M 充气气管系统是电影灯光界的一场真正的革命。该系统不使用沉重、复杂的金属柔光箱，而是使用充气织物管（有 60 厘米和 120 厘米长度可选）。当连接到 LED 灯具（通过保荣口）时，灯管会膨胀成一个巨大、极其柔和的线性光源。因为它们内部只充满空气，所以重量极轻，让您可以轻松地将它们悬挂在利雅得演播室的餐桌、演员或汽车上方，而无需沉重、昂贵的场务索具。,استئجار أنابيب إضاءة قابلة للنفخ R&M في الرياض,تأجير إضاءة هوائية,"Rent R&M Air Tube Lighting in Riyadh, KSA",Inflatable Softbox Hire,在利雅得租赁 R&M 充气气管柔光灯,充气柔光箱出租,,,
Light Acc,,Gobox Softbox 70x100,,,,1,1,,,,,,,,,,,,70000034,,,0,hours,,,,,Gobox Softbox 70x100,,,,,,,,,,,,,,,,,,,,
Light Acc,,Apture Light Dome ii,,,,1,1,,,,,,,,,,,,70000035,,,0,hours,,,,,Apture Light Dome ii,,,,,,,,,,,,,,,,,,,,
Light Acc,,R&M Air Tube 120,,,,1,1,,,,,,,,,,,,70000036,,,0,hours,,,,,نظام أنابيب الإضاءة الهوائية R&M Air Tube,R&M Air Tube System (60 / 120 / 120-4),R&M 充气气管柔光灯管 (60 / 120 / 120-4),إضاءة ناعمة وخفيفة كالريشة. أنابيب إضاءة قابلة للنفخ، توفر تشتيتاً ضوئياً هائلاً بوزن لا يُذكر. مثالية لتعليقها فوق السيارات، أو في المساحات الضيقة، أو لتصوير الفيديوهات الموسيقية في السعودية.,"Soft light that's light as a feather. Inflatable lighting tubes that provide massive light diffusion with practically zero weight. Perfect for rigging over cars, squeezing into tight spaces, or shooting dynamic music videos in KSA.",轻如鸿毛的柔和光线。充气灯管，重量几乎为零，却能提供巨大的光线漫射。非常适合悬挂在汽车上方、挤入狭窄空间或在沙特拍摄动态音乐视频。,أنابيب تشتيت ضوء قابلة للنفخ (Air Tubes)، متوفرة بأطوال مختلفة، توفر إضاءة ناعمة جداً بوزن خفيف جداً، ممتازة للتثبيت المعلق.,"Inflatable diffusion light tubes (Air Tubes), available in various lengths, providing incredibly soft light with minimal weight, excellent for overhead rigging.",充气柔光灯管 (Air Tubes)，提供各种长度，提供极其柔和的光线且重量极轻，非常适合头顶悬挂。,نظام R&M Air Tube هو ثورة حقيقية في عالم الإضاءة السينمائية. بدلاً من استخدام صناديق إضاءة (Softboxes) معدنية ثقيلة ومعقدة، يوفر هذا النظام أنابيب قماشية قابلة للنفخ (بأطوال 60 سم و 120 سم). عند توصيلها بكشاف LED (عبر Bowens Mount)، يتحول الأنبوب إلى مصدر إضاءة طولي ضخم وناعم جداً. نظراً لأنها مليئة بالهواء فقط، فإن وزنها خفيف بشكل لا يُصدق، مما يسمح لك بتعليقها بسهولة فوق طاولات الطعام، أو الممثلين، أو السيارات في استوديوهات الرياض دون الحاجة إلى معدات جريب ثقيلة ومكلفة.,"The R&M Air Tube system is a genuine revolution in the world of cinematic lighting. Instead of rigging heavy, complex metal softboxes, this system utilizes inflatable fabric tubes (available in 60cm and 120cm lengths). When attached to an LED fixture (via Bowens Mount), the tube inflates into a massive, ultra-soft linear light source. Because they are filled with nothing but air, their weight is incredibly minimal, allowing you to easily boom them overhead above dining tables, actors, or cars in Riyadh studios without requiring heavy, expensive grip rigging.",R&M 充气气管系统是电影灯光界的一场真正的革命。该系统不使用沉重、复杂的金属柔光箱，而是使用充气织物管（有 60 厘米和 120 厘米长度可选）。当连接到 LED 灯具（通过保荣口）时，灯管会膨胀成一个巨大、极其柔和的线性光源。因为它们内部只充满空气，所以重量极轻，让您可以轻松地将它们悬挂在利雅得演播室的餐桌、演员或汽车上方，而无需沉重、昂贵的场务索具。,استئجار أنابيب إضاءة قابلة للنفخ R&M في الرياض,تأجير إضاءة هوائية,"Rent R&M Air Tube Lighting in Riyadh, KSA",Inflatable Softbox Hire,在利雅得租赁 R&M 充气气管柔光灯,充气柔光箱出租,,,
Light Acc,,Circular Diffuser/reflector,,,,1,1,,,,,,,,,,,,70000037,,,0,hours,,,,,Circular Diffuser/reflector,,,,,,,,,,,,,,,,,,,,
Light Acc,,Cirular Chroma,,,,1,1,,,,,,,,,,,,70000038,,,0,hours,,,,,Cirular Chroma,,,,,,,,,,,,,,,,,,,,
Light Acc,,Apture fresnel 2x,,,,1,1,,,,,,,,,,,,70000039,,,0,hours,,,,,Apture fresnel 2x,,,,,,,,,,,,,,,,,,,,
Light Acc,,Impact Porta Frame Scrim Kit,,,,1,1,,,,,,,,,,,,70000040,,,0,hours,,,,,طقم إطارات تشتيت الإضاءة إمباكت بورتا فريم,Impact Porta-Frame Scrim Kit,Impact Porta-Frame 旗板/柔光框套装,ورشة الجريب المحمولة الخاصة بك. طقم متكامل يضم إطارات تشتيت قابلة للطي وأقمشة متنوعة للتحكم في الضوء، حجب الظلال، وعكس الإضاءة، كلها في حقيبة واحدة مدمجة لتصوير المقابلات في أي مكان بالرياض.,"Your portable grip workshop. A complete kit featuring collapsible frames and various fabrics for diffusing light, cutting shadows, and bouncing illumination, all in one compact bag for shooting interviews anywhere in Riyadh.",您的便携式场务工作室。一个完整的套装，包含可折叠框架和各种织物，用于漫射光线、切割阴影和反射照明，全部装在一个紧凑的包中，适合在利雅得的任何地方拍摄采访。,طقم (Scrim Kit) محمول يشمل إطارات معدنية قابلة للطي وأقمشة متعددة (تشتيت، حجب، وعكس)، مثالي للتحكم السريع في الإضاءة.,"Portable Scrim Kit including collapsible metal frames and multiple fabrics (diffusion, blocking, bouncing), perfect for rapid light control.",便携式旗板套装，包含可折叠金属框架和多种织物（柔光、遮光、反光），非常适合快速控光。,لا توجد مساحة كافية لأعلام الجريب (Grip Flags) الصلبة والثقيلة في كل موقع تصوير. هنا يأتي دور طقم Impact Porta-Frame Scrim Kit. إنه نظام ذكي يوفر لك إطارات معدنية خفيفة يمكن طيها وحملها بسهولة. يأتي الطقم مع مجموعة متنوعة من الأقمشة، بما في ذلك قماش أسود صلب (Solid Black) لقص الضوء (Flagging)، وقماش تشتيت (Diffusion) لتنعيم أشعة الشمس، وعواكس (Bounces) لملء الظلال. إنه الحل الاقتصادي والعملي السريع الذي يحتاجه كل فريق إنتاج يصور أفلاماً وثائقية ومقابلات في مواقع خارجية أو مكاتب ضيقة في السعودية.,"There isn't always enough room on the truck—or the set—for heavy, rigid grip flags. That is where the Impact Porta-Frame Scrim Kit shines. It is a highly intelligent system providing lightweight, collapsible metal frames. The kit comes with a variety of slip-on fabrics, including solid black for flagging off unwanted light, diffusion nets for softening the sun, and bounces to fill in shadows. It is the ultimate run-and-gun, highly portable solution that every documentary and interview crew needs when shooting in tight offices or remote exterior locations in KSA.",卡车上或片场并不总是有足够的空间来容纳沉重、坚硬的场务旗板。这就是 Impact Porta-Frame 旗板套装大显身手的地方。它是一个高度智能的系统，提供轻巧、可折叠的金属框架。该套装配有各种套入式织物，包括用于阻挡不需要的光线的纯黑遮光布、用于柔化阳光的柔光网以及用于填充阴影的反光布。这是沙特阿拉伯每一个纪录片和采访团队在狭窄的办公室或偏远的室外地点拍摄时所需要的终极游击战式、高度便携的解决方案。,استئجار طقم إمباكت بورتا فريم سكريت في الرياض,تأجير معدات جريب محمولة,"Rent Impact Porta-Frame Scrim Kit in Riyadh, KSA",Portable Grip Flag Hire,在利雅得租赁 Impact Porta-Frame 旗板套装,便携式场务旗板出租,,,
Light Acc,,Circular Diffuser/reflector 150x200,,,,1,1,,,,,,,,,,,,70000041,,,0,hours,,,,,Circular Diffuser/reflector 150x200,,,,,,,,,,,,,,,,,,,,
Light Acc,,Curved Diffuser/Reflector,,,,1,1,,,,,,,,,,,,70000042,,,0,hours,,,,,Curved Diffuser/Reflector,,,,,,,,,,,,,,,,,,,,
Grips,,Tube holder,,,,2,2,,,,,,,,,,,,80000001,,holder,0,hours,,,,,حامل ومثبت أنابيب الإضاءة (Tube Holder),LED Tube Holder / Mount,LED 灯管支架/安装座,الحرية في تصميم إضاءتك. مثبت آمن وقوي يسمح لك بتركيب أنابيب الإضاءة (LED Tubes) على أي حامل أو ذراع جريب، لتشكيل خطوط ضوئية متقاطعة وتصميم أشكال هندسية في خلفية المشهد.,"Freedom to design your light. A secure, robust mount that allows you to attach LED Tube lights onto any stand or grip arm, enabling you to create intersecting light lines and geometric shapes in your set's background.",自由设计您的灯光。一个安全、坚固的安装座，让您可以将 LED 灯管连接到任何支架或场务魔术臂上，从而在您的布景背景中创建交叉的光线和几何形状。,مشبك تثبيت قوي مخصص لأنابيب الإضاءة (مثل Nanlite PavoTube)، يتيح تركيبها على حوامل C-Stand أو تجهيزات الجريب.,"Strong mounting clip designed for LED tube lights (like Nanlite PavoTubes), enabling secure rigging to C-Stands or grip hardware.",专为 LED 灯管（如 Nanlite PavoTubes）设计的强力安装夹，可牢固地安装到魔术腿或场务硬件上。,أصبحت أنابيب الإضاءة (Tube Lights) الأداة الأكثر شعبية في الفيديوهات الموسيقية والمقابلات العصرية، ولكن وضعها في الزاوية المناسبة يتطلب مشابك تثبيت مخصصة. صُمم حامل أنابيب الإضاءة (Tube Holder) ليحتضن أنبوب الإضاءة برفق دون خدشه، بينما يوفر منفذ تركيب قياسي (مثل 1/4 بوصة أو Baby Pin) لربطه بحوامل C-Stand أو أذرع التمديد. استأجره في الرياض لضمان بقاء إضاءتك الخطية ثابتة وآمنة في زوايا معقدة أو عند تعليقها من السقف.,"Tube lights have become the most popular tool in modern music videos and sleek interviews, but positioning them at the perfect angle requires specialized mounting clips. The Tube Holder is designed to gently cradle the LED tube without scratching its casing, while providing a standard mounting port (like a 1/4-inch thread or Baby Pin) to attach it to C-Stands, boom arms, or super clamps. Rent it in Riyadh to ensure your linear lighting stays perfectly secure and safe, whether rigged at complex angles or suspended from the ceiling.",灯管已成为现代音乐视频和时尚采访中最受欢迎的工具，但将它们放置在完美的角度需要专门的安装夹。灯管支架旨在轻柔地固定 LED 灯管而不会划伤其外壳，同时提供一个标准的安装端口（如 1/4 英寸螺纹或 Baby Pin），将其连接到魔术腿、悬臂或大力夹上。在利雅得租赁它，确保您的线性灯光保持绝对安全稳固，无论是以复杂的角度安装还是从天花板悬挂。,استئجار حامل أنابيب إضاءة (LED Tube) في الرياض,تأجير معدات جريب السعودية,"Rent LED Tube Holder Mount in Riyadh, KSA",Tube Light Rigging Hire,在利雅得租赁 LED 灯管支架,灯管安装配件出租,,,
Grips,,apple Box Full,,,,4,4,,,,,,,,,,,,80000002,,,0,hours,,,,,صندوق خشبي أبل بوكس (حجم كامل),Apple Box (Full Size),全尺寸苹果箱 (Full Apple Box),الجندي المجهول في كل موقع تصوير. صندوق خشبي متين يُستخدم لرفع الممثلين، دعم الكاميرات، تسوية مسارات الدولي (Dolly)، أو حتى كمقعد للمخرج. لا يوجد موقع تصوير احترافي في الرياض يخلو منه.,"The unsung hero of every film set. A rugged wooden box used to elevate actors, support cameras, level dolly tracks, or even serve as a quick seat for the director. No professional set in Riyadh operates without them.",每个电影片场的无名英雄。一个坚固的木箱，用于垫高演员、支撑摄像机、调平轨道，甚至作为导演的临时座位。利雅得没有任何专业片场能在没有它们的情况下运作。,صندوق خشبي صلب (Apple Box) بحجم قياسي كامل، أداة الجريب الأكثر تنوعاً للرفع، التسوية، والدعم في مواقع التصوير.,"Standard Full-size wooden Apple Box, the most versatile grip tool for elevating, leveling, and supporting gear or talent on set.",标准全尺寸木制苹果箱，片场最通用的场务工具，用于垫高、调平以及支撑设备或演员。,يمكن القول إن صندوق التفاح (Apple Box) هو القطعة الأكثر تنوعاً في تاريخ السينما. الحجم الكامل (Full Size) مصنوع من خشب صلب ومتين، مصمم ليتحمل الأوزان الثقيلة. يمكن استخدامه بأبعاده الثلاثة المختلفة (12 بوصة، 8 بوصات، 20 بوصة) لتعديل ارتفاع ممثل قصير أثناء الحوار، أو كمقعد منخفض لمشغل الكاميرا، أو كقاعدة لرفع حامل الإضاءة (C-Stand) على درج غير مستوٍ. إنه حجر الأساس في قسم الجريب، واستئجار مجموعة منها أمر إلزامي لأي إنتاج في السعودية.,"The Apple Box is arguably the most versatile piece of equipment in cinematic history. The Full Size is constructed from solid, heavy-duty plywood designed to withstand massive weight. It can be used on its three different dimensions (8-inch, 12-inch, 20-inch heights) to boost a shorter actor's height during a dialogue scene, serve as a low seat for a camera operator, or act as a base to level a C-Stand on an uneven staircase. It is the cornerstone of the grip department, and renting a stack of them is mandatory for any production in KSA.",苹果箱可以说是电影史上最通用的设备。全尺寸版本由坚固的重型胶合板制成，旨在承受巨大的重量。它可以利用其三个不同的尺寸（8 英寸、12 英寸、20 英寸高度）在对话场景中提高较矮演员的身高，作为摄像师的低矮座位，或者作为基础在不平的楼梯上调平魔术腿 (C-Stand)。它是场务部门的基石，对于沙特的任何制作来说，租赁一堆苹果箱都是强制性的。,استئجار أبل بوكس حجم كامل في الرياض,تأجير صناديق خشبية سينمائية (الجريب),"Rent Full Apple Box in Riyadh, KSA",Wooden Grip Box Hire,在利雅得租赁全尺寸苹果箱,木制场务箱出租,,,
Grips,,apple box inside only,,,,1,1,,,,,,,,,,,,80000003,,half quarter and 1,0,hours,,,,,صندوق خشبي أبل بوكس (حجم كامل),Apple Box (Full Size),全尺寸苹果箱 (Full Apple Box),الجندي المجهول في كل موقع تصوير. صندوق خشبي متين يُستخدم لرفع الممثلين، دعم الكاميرات، تسوية مسارات الدولي (Dolly)، أو حتى كمقعد للمخرج. لا يوجد موقع تصوير احترافي في الرياض يخلو منه.,"The unsung hero of every film set. A rugged wooden box used to elevate actors, support cameras, level dolly tracks, or even serve as a quick seat for the director. No professional set in Riyadh operates without them.",每个电影片场的无名英雄。一个坚固的木箱，用于垫高演员、支撑摄像机、调平轨道，甚至作为导演的临时座位。利雅得没有任何专业片场能在没有它们的情况下运作。,صندوق خشبي صلب (Apple Box) بحجم قياسي كامل، أداة الجريب الأكثر تنوعاً للرفع، التسوية، والدعم في مواقع التصوير.,"Standard Full-size wooden Apple Box, the most versatile grip tool for elevating, leveling, and supporting gear or talent on set.",标准全尺寸木制苹果箱，片场最通用的场务工具，用于垫高、调平以及支撑设备或演员。,يمكن القول إن صندوق التفاح (Apple Box) هو القطعة الأكثر تنوعاً في تاريخ السينما. الحجم الكامل (Full Size) مصنوع من خشب صلب ومتين، مصمم ليتحمل الأوزان الثقيلة. يمكن استخدامه بأبعاده الثلاثة المختلفة (12 بوصة، 8 بوصات، 20 بوصة) لتعديل ارتفاع ممثل قصير أثناء الحوار، أو كمقعد منخفض لمشغل الكاميرا، أو كقاعدة لرفع حامل الإضاءة (C-Stand) على درج غير مستوٍ. إنه حجر الأساس في قسم الجريب، واستئجار مجموعة منها أمر إلزامي لأي إنتاج في السعودية.,"The Apple Box is arguably the most versatile piece of equipment in cinematic history. The Full Size is constructed from solid, heavy-duty plywood designed to withstand massive weight. It can be used on its three different dimensions (8-inch, 12-inch, 20-inch heights) to boost a shorter actor's height during a dialogue scene, serve as a low seat for a camera operator, or act as a base to level a C-Stand on an uneven staircase. It is the cornerstone of the grip department, and renting a stack of them is mandatory for any production in KSA.",苹果箱可以说是电影史上最通用的设备。全尺寸版本由坚固的重型胶合板制成，旨在承受巨大的重量。它可以利用其三个不同的尺寸（8 英寸、12 英寸、20 英寸高度）在对话场景中提高较矮演员的身高，作为摄像师的低矮座位，或者作为基础在不平的楼梯上调平魔术腿 (C-Stand)。它是场务部门的基石，对于沙特的任何制作来说，租赁一堆苹果箱都是强制性的。,استئجار أبل بوكس حجم كامل في الرياض,تأجير صناديق خشبية سينمائية (الجريب),"Rent Full Apple Box in Riyadh, KSA",Wooden Grip Box Hire,在利雅得租赁全尺寸苹果箱,木制场务箱出租,,,
Grips,,Pottix Q-Drop,,,,1,1,,,,,,,,,,,,80000004,,,0,hours,,,,,Pottix Q-Drop,,,,,,,,,,,,,,,,,,,,
Grips,,Weels for small stand,,,,1,1,,,,,,,,,,,,80000005,,,0,hours,,,,,Weels for small stand,,,,,,,,,,,,,,,,,,,,
monitors ,,Vaxis atom A5,,,,1,1,150,600,1800,,,,,,,,,90000001,,"monitor  
2x antenna",0,hours,,,,,شاشة فاكسيس أتوم A5 اللاسلكية,Vaxis Atom A5 Wireless Monitor,Vaxis Atom A5 无线监视器,الحرية المطلقة للمخرجين ومساعدي التصوير. شاشة ساطعة مقاس 5.5 بوصة تدمج جهاز بث واستقبال لاسلكي في جهاز واحد، لتمنحك صورة حادة خالية من الأسلاك في أي مكان داخل موقع التصوير بالرياض.,"Ultimate freedom for directors and focus pullers. A bright 5.5-inch monitor integrating a wireless transmitter and receiver into one sleek device, delivering a razor-sharp, cable-free image anywhere on your Riyadh set.",导演和跟焦员的终极自由。一款明亮的 5.5 英寸监视器，将无线发射器和接收器集成在一个时尚的设备中，在利雅得片场的任何地方提供极其清晰、无拘无束的画面。,شاشة 5.5 بوصة بسطوع 1000 شمعة مع نظام بث واستقبال لاسلكي مدمج، مثالية للتصوير السريع والمخرجين.,"5.5-inch 1000-nit monitor with built-in wireless TX/RX system, ideal for run-and-gun shooting and directors.",5.5 英寸 1000 尼特监视器，内置无线收发系统，非常适合单兵拍摄和导演。,تخلص من فوضى الكابلات وأجهزة الاستقبال الخارجية. جهاز Vaxis Atom A5 ليس مجرد شاشة كاميرا عادية؛ إنه نظام بيئي لاسلكي متكامل. يمكن لهذه الشاشة المذهلة (بسطوع 1000 شمعة) أن تعمل كجهاز إرسال (TX) أو مستقبل (RX) بضغطة زر. يمكنك تركيبها على كاميرتك لبث الصورة، أو تسليمها للمخرج في السعودية لمتابعة اللقطات لاسلكياً بمدى يصل إلى 150 متراً. تدعم تحميل جداول الألوان (3D LUTs) وتأتي بأدوات احترافية للتعريض والفوكس، مما يجعلها الشاشة الأكثر مرونة للإنتاج المستقل.,"Eliminate the clutter of cables and external receivers. The Vaxis Atom A5 is not just a standard camera monitor; it is an entire wireless ecosystem. This stunning 1000-nit display can function as either a wireless transmitter (TX) or receiver (RX) at the push of a button. Mount it on your rig to broadcast the feed, or hand it to the director in KSA to monitor shots wirelessly up to 500 feet away. Supporting custom 3D LUTs and packed with professional exposure and focus tools, it is the most versatile monitor for indie productions.",消除线缆和外部接收器的杂乱。Vaxis Atom A5 不仅仅是一台标准的摄像机监视器；它是一个完整的无线生态系统。这款令人惊叹的 1000 尼特显示器只需按下按钮即可作为无线发射器 (TX) 或接收器 (RX) 运行。将其安装在您的设备上以广播信号，或将其交给沙特的导演，以在长达 500 英尺的范围内无线监控镜头。支持自定义 3D LUT，并配备专业的曝光和对焦工具，它是独立制作中最通用的监视器。,استئجار شاشة فاكسيس أتوم A5 في الرياض,شاشة مخرج لاسلكية,"Rent Vaxis Atom A5 Monitor in Riyadh, KSA",Wireless Director Monitor Hire,在利雅得租赁 Vaxis Atom A5 监视器,无线导演监视器出租,,,
